,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
3022,1140000.0,2833.25,3293.63,2247.89,0.703785,0.441717,0.670599,85944.0,3440000000.0,129.60907456386047
3023,1210000.0,2159.13,837.897,2315.99,0.69027,0.428975,0.722024,107360.0,3650000000.0,132.20937413633314
3024,219960.0,2382.41,1005.38,2255.02,0.820276,0.438504,0.409858,37000.0,665000000.0,74.89423048624737
3025,20472.0,2942.11,2137.39,2204.99,0.166214,0.976945,0.853462,5528.0,61900000.0,33.940680863593684
3026,1820000.0,1211.57,2928.88,2284.76,0.456323,0.76363,0.711963,133288.0,5500000000.0,151.48079947976217
3027,525992.0,1527.63,2935.87,2232.37,0.454874,0.69831,0.780636,55496.0,1590000000.0,100.15212585726778
3029,304104.0,1876.5,3372.26,2248.62,0.755119,0.342151,0.715712,46776.0,921000000.0,83.43363595260749
3030,2100000.0,2321.81,1319.5,2294.17,0.531911,0.630146,0.742826,139848.0,6360000000.0,158.88158272710717
3032,7730000.0,1481.44,3181.79,2303.68,0.58729,0.534346,0.772365,364200.0,23500000000.0,245.3166114729416
3033,2700000.0,1563.96,1631.41,2291.99,0.605299,0.82113,0.48068,169072.0,8200000000.0,172.76471468909165
3034,147600.0,946.073,1700.84,2226.75,0.257705,0.841046,0.882585,22768.0,448000000.0,65.56860013261225
3035,665960.0,3252.03,2454.52,2272.35,0.460358,0.775292,0.69605,60672.0,2020000000.0,108.3469043796354
3036,12500000.0,2920.69,2868.16,2345.66,0.591085,0.530469,0.770856,461320.0,37900000000.0,287.9411911484861
3037,897088.0,3050.74,2987.81,2255.76,0.489679,0.821492,0.621212,73448.0,2730000000.0,119.65902918304218
3038,23200000.0,2418.49,2284.66,2398.44,0.529003,0.685222,0.687363,717728.0,70400000000.0,353.8586265494074
3039,5420000.0,1417.34,2996.97,2313.67,0.418389,0.822017,0.707541,253896.0,16500000000.0,217.9382979060175
3040,3460000.0,2627.45,900.017,2292.21,0.381958,0.783576,0.788745,197040.0,10500000000.0,187.65457581781493
3042,1320000.0,3041.58,1893.35,2268.63,0.564322,0.721802,0.603598,94648.0,4030000000.0,136.1000974915928
3044,744832.0,2734.58,805.465,2252.76,0.502461,0.715712,0.695166,65064.0,2270000000.0,112.4656510081667
3048,277856.0,2785.28,1125.4,2238.62,0.774356,0.442725,0.509671,39808.0,847000000.0,80.96060017547845
3049,304880.0,1098.93,1297.52,2241.54,0.601629,0.634265,0.628084,34440.0,930000000.0,83.5045431736653
3050,239992.0,1622.26,2951.07,2235.76,0.364398,0.670241,0.94832,29352.0,732000000.0,77.10207170755828
3054,468368.0,1330.39,1748.42,2262.05,0.573158,0.567732,0.751837,45912.0,1430000000.0,96.35247267758831
3055,1456.0,948.352,1274.09,2212.81,0.845952,0.189684,0.812129,1040.0,4450000.0,14.06223174744001
3057,119544.0,1606.82,2496.21,2232.48,0.614514,0.47773,0.806913,20392.0,366000000.0,61.11902070704457
3058,1840000.0,2476.43,964.532,2286.93,0.3399,0.887125,0.744089,130000.0,5620000000.0,152.03365401328347
3059,268240.0,2417.86,1061.71,2257.13,0.732436,0.595749,0.449121,41064.0,821000000.0,80.01565647842324
