,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
366,6976,1518.93,2412.47,1519.38,0.356072,0.659304,0.976679,2568,2560000,23.70660061
367,4320,1808.77,778.9,1520.44,0.467442,0.586761,0.907623,1840,1590000,20.20668361
368,8830000,1545.54,2317.11,1670.94,0.771324,0.350182,0.653019,411968,3260000000,256.4409402
369,1930000,2272.86,1468.55,1627.86,0.566483,0.680522,0.637036,122592,713000000,154.4731119
370,24700000,2186.53,1317.9,1739.48,0.577991,0.716978,0.588594,816592,9160000000,361.3261916
371,18800000,2504.52,2409.88,1760.08,0.572535,0.503273,0.84937,569632,6990000000,329.9031095
372,121000000,1365.38,2374.61,1985.19,0.761293,0.479823,0.497489,2160000,45200000000,613.6615547
373,3800000,1569.33,1495.81,1708.1,0.77145,0.594507,0.384437,203488,1420000000,193.6102406
374,36800000,2587.36,1313.34,1847.91,0.706827,0.572615,0.51199,932312,13800000000,412.6828288
375,5070000,1049.86,1405.65,1693.54,0.608654,0.5254,0.744853,240032,1900000000,213.1423643
376,65900000,3107.57,2079.1,1884.6,0.67308,0.737476,0.443296,1360000,24800000000,501.1436873
377,2384,992,2769.79,1574.21,0.133258,0.944345,0.917824,1168,901152,16.57432598
378,3810000,2980.4,2573.72,1693.17,0.745528,0.652471,0.390013,205984,1440000000,193.7799254
379,12500000,2601.64,2143.64,1762.86,0.709619,0.442319,0.656498,455352,4760000000,287.9411911
380,3780000,2408.35,1467.8,1703.59,0.647254,0.5699,0.618962,205048,1440000000,193.2699759
381,23300000,3205.04,2371,1808.81,0.746886,0.693959,0.364739,672424,8900000000,354.3663154
382,12900000,1222.91,1722.61,1753.29,0.616503,0.758679,0.50548,443416,4940000000,290.9803728
383,100000000,1701.57,2936.27,1957.69,0.652992,0.7294,0.475745,1750000,38500000000,575.8823823
385,50400000,2811.24,3100.01,1904.24,0.690409,0.763384,0.405551,1190000,19500000000,458.2937888
386,7110000,2306.55,1802.44,1808.83,0.827051,0.547833,0.315696,331696,2750000000,238.5743007
387,9430000,2571.7,2664.89,1802.89,0.652909,0.651467,0.532784,370144,3660000000,262.1225334
388,26000000,2247.87,1559.4,1874.7,0.522184,0.61615,0.775487,708704,10100000000,367.5571781
389,19400000,1989.39,1100.62,1834.36,0.628176,0.809745,0.459186,598600,7580000000,333.376029
390,9610000,1498.81,1730.71,1823.89,0.693365,0.467564,0.655814,374280,3760000000,263.7798327
391,79700000,2922.43,2691.18,1975.43,0.683641,0.611751,0.517137,1540000,31300000000,533.9327577
393,78800000,975.253,1118.44,2037.54,0.71202,0.534007,0.539281,1670000,31100000000,531.9153602
394,10100000,851.467,1405.04,1824.27,0.734811,0.627808,0.422405,416592,4010000000,268.188973
395,32100000,1342.44,2073.74,1901.84,0.734328,0.879314,0.302136,847008,12700000000,394.3078925
396,1550000,2638.5,2856.49,1772.77,0.745564,0.547224,0.464958,110096,616000000,143.5856456
397,227520,2047.75,2801.17,1746.09,0.736666,0.498597,0.528151,29512,90600000,75.74261917
398,16600000,2508.31,1894.15,1874.05,0.637358,0.936435,0.387258,545640,6640000000,316.4971633
399,4220000,1012.51,968.637,1825.97,0.808987,0.223394,0.855051,217248,1690000000,200.4954907
400,11900000,3151.29,1508.49,1867.35,0.498065,0.678572,0.739693,432408,4770000000,283.2583883
401,4704,2575.71,3081.91,1744.86,0.416096,0.723518,0.807034,1960,1890000,20.7884877
402,7810000,1019.84,1758.82,1882.3,0.775259,0.456596,0.49221,334144,3150000000,246.1599928
403,199000000,1315.78,1360.86,2163.43,0.658869,0.88449,0.385681,3030000,80300000000,724.3550374
404,24500000,2314.4,1050.26,1953.24,0.540469,0.867831,0.529516,678408,9910000000,360.3483081
406,8490000,966.947,1561.8,1870.09,0.683474,0.510841,0.619617,346656,3450000000,253.1063393
407,16900000,961.275,3058.95,1949.55,0.674793,0.923879,0.352002,613488,6890000000,318.3924011
408,414064,1198.8,1340.97,1803.51,0.371964,0.73081,0.859369,43512,169000000,92.47470409
409,771824,2058.03,2936.75,1833.76,0.722814,0.424119,0.653559,66032,316000000,113.808112
410,11600000,1697.54,1536.38,1929.65,0.637081,0.428598,0.84676,417960,4750000000,280.857778
411,6110000,2788.28,1509.17,1892.26,0.566066,0.746063,0.581632,276520,2520000000,226.8197475
412,42700000,2051.13,2691.92,2045.97,0.741714,0.549636,0.469922,1010000,17600000000,433.653728
